"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
6/14/23 6:59 PM,"???","1438049150994550786",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","RT @vctpacific: Meet Edward Gaming's VALORANT Team // VALORANT MASTERS TOKYO 2023

#VALORANTMasters #VALORANTChampionsTour #VALORANT #VCT h…",,,14.0,"1668936169189691392"
6/14/23 6:58 PM,"Cam","197793635",,"-1","en","<a href='http://twitter.com/#!/download/ipad' rel='nofollow'>Twitter for iPad</a>","RT @_SushantJha: The most outrageous stat you will ever see period.
VCT Masters Tokyo #VCTMasters 

Operator Kills on Attack:

?? Zmjjkk :…",,,90.0,"1668935930348990465"
6/14/23 6:54 PM,"SparK","2898671950",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @_SushantJha: The most outrageous stat you will ever see period.
VCT Masters Tokyo #VCTMasters 

Operator Kills on Attack:

?? Zmjjkk :…",,,90.0,"1668934936122851330"
6/14/23 6:53 PM,"???","2800980259",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @vctpacific: Meet Edward Gaming's VALORANT Team // VALORANT MASTERS TOKYO 2023

#VALORANTMasters #VALORANTChampionsTour #VALORANT #VCT h…",,,14.0,"1668934645315149825"
6/14/23 6:51 PM,"????????","1452329676706390031",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @vctpacific: Meet Edward Gaming's VALORANT Team // VALORANT MASTERS TOKYO 2023

#VALORANTMasters #VALORANTChampionsTour #VALORANT #VCT h…",,,14.0,"1668934219677175808"
6/14/23 6:50 PM,"???","846402757263179776",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @_SushantJha: The most outrageous stat you will ever see period.
VCT Masters Tokyo #VCTMasters 

Operator Kills on Attack:

?? Zmjjkk :…",,,90.0,"1668934008619802624"
6/14/23 6:49 PM,"Keith Steven","963044042643718145",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @_SushantJha: The most outrageous stat you will ever see period.
VCT Masters Tokyo #VCTMasters 

Operator Kills on Attack:

?? Zmjjkk :…",,,90.0,"1668933787085058050"
6/14/23 6:49 PM,"??A~#1?X0 #PRXWIN","887842163253432320",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @vctpacific: Meet Edward Gaming's VALORANT Team // VALORANT MASTERS TOKYO 2023

#VALORANTMasters #VALORANTChampionsTour #VALORANT #VCT h…",,,14.0,"1668933749076275201"
6/14/23 6:48 PM,"???????","1577453214206918656",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @vctpacific: Meet Edward Gaming's VALORANT Team // VALORANT MASTERS TOKYO 2023

#VALORANTMasters #VALORANTChampionsTour #VALORANT #VCT h…",,,14.0,"1668933539302363138"
6/14/23 6:47 PM,"??","1545568018058530816",,"-1","ja","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","vct masters tokyo ????
????????????
?????????????

???6/19?1?
?????+?+?
??????????DM???????
#MastersTokyo
#VALORANTMasters   
#VALORANT",,,0.0,"1668933252953034752"
6/14/23 6:46 PM,"PT95_?!?TAKE TWO?","131088472",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @vctpacific: Meet Edward Gaming's VALORANT Team // VALORANT MASTERS TOKYO 2023

#VALORANTMasters #VALORANTChampionsTour #VALORANT #VCT h…",,,14.0,"1668932796688248833"
